CPT_id	classType	ui	suppressible	obsolete	rootSource	atomCount	cVMemberCount	attributes	atoms	ancestors	parents	children	descendants	relations	definitions	concepts	defaultPreferredAtom	name
72110	SourceAtomCluster	72110	False	False	CPT	6	0					NONE	NONE		NONE	C3866531;C3866530;C3515784		Radiologic examination, spine, lumbosacral; minimum of 4 views
72114	SourceAtomCluster	72114	False	False	CPT	6	0					NONE	NONE		NONE	C5696100;C3866528;C3866529;C3853587		Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views
72120	SourceAtomCluster	72120	False	False	CPT	8	0					NONE	NONE		NONE	C3866524;C3853588;C3866525;C5696101;C5410937;C5410936		Radiologic examination, spine, lumbosacral; bending views only, 2 or 3 views
72125	SourceAtomCluster	72125	False	False	CPT	5	0					NONE	NONE		NONE	C0203150;C5697551;C5410938		Computed tomography, cervical spine; without contrast material
72126	SourceAtomCluster	72126	False	False	CPT	5	0					NONE	NONE		NONE	C0203151;C3515788;C5410939		Computed tomography, cervical spine; with contrast material
72127	SourceAtomCluster	72127	False	False	CPT	5	0					NONE	NONE		NONE	C0203152;C3515789;C5410940		Computed tomography, cervical spine; without contrast material, followed by contrast material(s) and further sections
72128	SourceAtomCluster	72128	False	False	CPT	5	0					NONE	NONE		NONE	C5696102;C0203164;C5410941		Computed tomography, thoracic spine; without contrast material
72129	SourceAtomCluster	72129	False	False	CPT	5	0					NONE	NONE		NONE	C0203165;C3515791;C5410942		Computed tomography, thoracic spine; with contrast material
72130	SourceAtomCluster	72130	False	False	CPT	5	0					NONE	NONE		NONE	C5410943;C0203166;C3515792		Computed tomography, thoracic spine; without contrast material, followed by contrast material(s) and further sections
72131	SourceAtomCluster	72131	False	False	CPT	5	0					NONE	NONE		NONE	C5416811;C0203173;C5696103		Computed tomography, lumbar spine; without contrast material
72132	SourceAtomCluster	72132	False	False	CPT	5	0					NONE	NONE		NONE	C0203174;C5410944;C3515794		Computed tomography, lumbar spine; with contrast material
72133	SourceAtomCluster	72133	False	False	CPT	5	0					NONE	NONE		NONE	C0203175;C3515795;C5410945		Computed tomography, lumbar spine; without contrast material, followed by contrast material(s) and further sections
72141	SourceAtomCluster	72141	False	False	CPT	5	0					NONE	NONE		NONE	C0373158;C5696104;C5410946		Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; without contrast material
72142	SourceAtomCluster	72142	False	False	CPT	5	0					NONE	NONE		NONE	C5410947;C3515797;C0373159		Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; with contrast material(s)
72146	SourceAtomCluster	72146	False	False	CPT	5	0					NONE	NONE		NONE	C5696105;C5410948;C0373160		Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; without contrast material
72147	SourceAtomCluster	72147	False	False	CPT	5	0					NONE	NONE		NONE	C3515799;C5410949;C0373161		Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; with contrast material(s)
72148	SourceAtomCluster	72148	False	False	CPT	5	0					NONE	NONE		NONE	C5696106;C5410950;C0373162		Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; without contrast material
72149	SourceAtomCluster	72149	False	False	CPT	5	0					NONE	NONE		NONE	C0373163;C5410951;C3515801		Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; with contrast material(s)
72156	SourceAtomCluster	72156	False	False	CPT	5	0					NONE	NONE		NONE	C3515802;C5410952;C0373164		Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; cervical
72157	SourceAtomCluster	72157	False	False	CPT	5	0					NONE	NONE		NONE	C3515803;C5410953;C0373165		Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; thoracic
72158	SourceAtomCluster	72158	False	False	CPT	5	0					NONE	NONE		NONE	C0373166;C5410954;C3515804		Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; lumbar
72159	SourceAtomCluster	72159	False	False	CPT	6	0					NONE	NONE		NONE	C5410955;C5696107;C5410956;C0373167		Magnetic resonance angiography, spinal canal and contents, with or without contrast material(s)
72170	SourceAtomCluster	72170	False	False	CPT	11	0					NONE	NONE		NONE	C5696108;C5410957;C0203194;C3860868;C3860862;C3866518;C3866519;C4052149;C4052150		Radiologic examination, pelvis; 1 or 2 views
72190	SourceAtomCluster	72190	False	False	CPT	6	0					NONE	NONE		NONE	C0203195;C3866516;C3515806;C4052148		Radiologic examination, pelvis; complete, minimum of 3 views
72191	SourceAtomCluster	72191	False	False	CPT	6	0					NONE	NONE		NONE	C5410959;C5696109;C5410958;C0918150		Computed tomographic angiography, pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing
72192	SourceAtomCluster	72192	False	False	CPT	5	0					NONE	NONE		NONE	C0203198;C5410960		Computed tomography, pelvis; without contrast material
72193	SourceAtomCluster	72193	False	False	CPT	5	0					NONE	NONE		NONE	C0203199;C5410961		Computed tomography, pelvis; with contrast material(s)
72194	SourceAtomCluster	72194	False	False	CPT	5	0					NONE	NONE		NONE	C0203200;C3515808;C5410962		Computed tomography, pelvis; without contrast material, followed by contrast material(s) and further sections
72195	SourceAtomCluster	72195	False	False	CPT	5	0					NONE	NONE		NONE	C5410963;C5696110;C0918151		Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)
72196	SourceAtomCluster	72196	False	False	CPT	5	0					NONE	NONE		NONE	C0203201;C2315896;C5410964		Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)
72197	SourceAtomCluster	72197	False	False	CPT	5	0					NONE	NONE		NONE	C3515810;C5410965;C0918152		Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences
72198	SourceAtomCluster	72198	False	False	CPT	6	0					NONE	NONE		NONE	C5696111;C0373168;C5410967;C5410966		Magnetic resonance angiography, pelvis, with or without contrast material(s)
72200	SourceAtomCluster	72200	False	False	CPT	7	0					NONE	NONE		NONE	C3866511;C0373169;C3866512;C5696112		Radiologic examination, sacroiliac joints; less than 3 views
72202	SourceAtomCluster	72202	False	False	CPT	6	0					NONE	NONE		NONE	C5696113;C0203187;C3866510		Radiologic examination, sacroiliac joints; 3 or more views
72220	SourceAtomCluster	72220	False	False	CPT	7	0					NONE	NONE		NONE	C0203189;C3866509;C3866508;C5696114		Radiologic examination, sacrum and coccyx, minimum of 2 views
73000	SourceAtomCluster	73000	False	False	CPT	8	0					NONE	NONE		NONE	C0203226;C3866501;C3515824;C3866502;C3866503;C2075294		Radiologic examination; clavicle, complete
73010	SourceAtomCluster	73010	False	False	CPT	7	0					NONE	NONE		NONE	C2121206;C3866500;C3866499;C3515825;C0373176		Radiologic examination; scapula, complete
73020	SourceAtomCluster	73020	False	False	CPT	9	0					NONE	NONE		NONE	C0203222;C3860528;C3866498;C2061623;C3866497;C3866496		Radiologic examination, shoulder; 1 view
73030	SourceAtomCluster	73030	False	False	CPT	7	0					NONE	NONE		NONE	C0373177;C3866494;C3866495;C3515826		Radiologic examination, shoulder; complete, minimum of 2 views
73050	SourceAtomCluster	73050	False	False	CPT	10	0					NONE	NONE		NONE	C3866493;C3525206;C3866492;C5696122;C3525207;C5410979;C5410980;C0373179		Radiologic examination; acromioclavicular joints, bilateral, with or without weighted distraction
73060	SourceAtomCluster	73060	False	False	CPT	7	0					NONE	NONE		NONE	C0203216;C3866488;C3866489;C3515828		Radiologic examination; humerus, minimum of 2 views
73070	SourceAtomCluster	73070	False	False	CPT	7	0					NONE	NONE		NONE	C0203231;C3853590;C3866487		Radiologic examination, elbow; 2 views
73080	SourceAtomCluster	73080	False	False	CPT	8	0					NONE	NONE		NONE	C3866485;C0203232;C3866484;C3866486;C3515829		Radiologic examination, elbow; complete, minimum of 3 views
73090	SourceAtomCluster	73090	False	False	CPT	6	0					NONE	NONE		NONE	C0203237;C3515830		Radiologic examination; forearm, 2 views
73092	SourceAtomCluster	73092	False	False	CPT	6	0					NONE	NONE		NONE	C0203217;C3866483		Radiologic examination; upper extremity, infant, minimum of 2 views
73100	SourceAtomCluster	73100	False	False	CPT	7	0					NONE	NONE		NONE	C3853591;C3866482;C3865637		Radiologic examination, wrist; 2 views
73110	SourceAtomCluster	73110	False	False	CPT	8	0					NONE	NONE		NONE	C0203242;C3866479;C3866481;C3866480;C3515831		Radiologic examination, wrist; complete, minimum of 3 views
73120	SourceAtomCluster	73120	False	False	CPT	7	0					NONE	NONE		NONE	C2028623;C0203246;C3866478;C3866477		Radiologic examination, hand; 2 views
73130	SourceAtomCluster	73130	False	False	CPT	8	0					NONE	NONE		NONE	C3866475;C0203247;C3866476;C3866474		Radiologic examination, hand; minimum of 3 views
73140	SourceAtomCluster	73140	False	False	CPT	12	0					NONE	NONE		NONE	C3866471;C0203250;C3866472;C3866470;C3866473		Radiologic examination, finger(s), minimum of 2 views
73200	SourceAtomCluster	73200	False	False	CPT	5	0					NONE	NONE		NONE	C5410983;C0203252;C5696125		Computed tomography, upper extremity; without contrast material
73201	SourceAtomCluster	73201	False	False	CPT	5	0					NONE	NONE		NONE	C0203253;C5410984		Computed tomography, upper extremity; with contrast material(s)
73202	SourceAtomCluster	73202	False	False	CPT	5	0					NONE	NONE		NONE	C5410985;C0203254;C3515832		Computed tomography, upper extremity; without contrast material, followed by contrast material(s) and further sections
73206	SourceAtomCluster	73206	False	False	CPT	6	0					NONE	NONE		NONE	C5410987;C3703808;C5410986;C0918153		Computed tomographic angiography, upper extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing
73218	SourceAtomCluster	73218	False	False	CPT	5	0					NONE	NONE		NONE	C5696126;C5410988;C0918154		Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)
73219	SourceAtomCluster	73219	False	False	CPT	7	0					NONE	NONE		NONE	C5410991;C3515835;C5410989;C5410990;C0918155		Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)
73220	SourceAtomCluster	73220	False	False	CPT	7	0					NONE	NONE		NONE	C0203255;C3515836;C5410994;C5410992;C5410993		Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences
73221	SourceAtomCluster	73221	False	False	CPT	8	0					NONE	NONE		NONE	C5410996;C5696127;C5410995;C5410997;C5410998;C3853592		Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)
73222	SourceAtomCluster	73222	False	False	CPT	8	0					NONE	NONE		NONE	C5411000;C5411002;C5411001;C5410999;C0918156		Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)
73223	SourceAtomCluster	73223	False	False	CPT	8	0					NONE	NONE		NONE	C5411004;C5411003;C3515837;C5411005;C5411006;C0918157		Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences
73225	SourceAtomCluster	73225	False	False	CPT	6	0					NONE	NONE		NONE	C5696128;C5411008;C5411007;C0373182		Magnetic resonance angiography, upper extremity, with or without contrast material(s)
73501	SourceAtomCluster	73501	False	False	CPT	6	0					NONE	NONE		NONE	C4052147;C5696129;C4051873;C4052146		Radiologic examination, hip, unilateral, with pelvis when performed; 1 view
73502	SourceAtomCluster	73502	False	False	CPT	6	0					NONE	NONE		NONE	C5411009;C5411010;C5696130;C4051872		Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views
73503	SourceAtomCluster	73503	False	False	CPT	6	0					NONE	NONE		NONE	C5696131;C5411011;C4051871;C4052142		Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views
73521	SourceAtomCluster	73521	False	False	CPT	6	0					NONE	NONE		NONE	C5696132;C4052141;C4051870		Radiologic examination, hips, bilateral, with pelvis when performed; 2 views
73522	SourceAtomCluster	73522	False	False	CPT	8	0					NONE	NONE		NONE	C4052140;C5696133;C4052137;C4051869;C4052026;C4052138		Radiologic examination, hips, bilateral, with pelvis when performed; 3-4 views
73523	SourceAtomCluster	73523	False	False	CPT	6	0					NONE	NONE		NONE	C4052135;C5696134;C4051868;C4052136		Radiologic examination, hips, bilateral, with pelvis when performed; minimum of 5 views
73551	SourceAtomCluster	73551	False	False	CPT	5	0					NONE	NONE		NONE	C3861760;C5696136;C4051867		Radiologic examination, femur; 1 view
73552	SourceAtomCluster	73552	False	False	CPT	5	0					NONE	NONE		NONE	C4051866;C5696137;C4051980		Radiologic examination, femur; minimum 2 views
73560	SourceAtomCluster	73560	False	False	CPT	16	0					NONE	NONE		NONE	C3866437;C3866439;C5411013;C3866435;C3866438;C3866440;C3853674;C2061628;C3861157;C3861242;C3861291;C3865625;C3866436;C5696138		Radiologic examination, knee; 1 or 2 views
73562	SourceAtomCluster	73562	False	False	CPT	8	0					NONE	NONE		NONE	C0203275;C3866434;C3866432;C3866433		Radiologic examination, knee; 3 views
73564	SourceAtomCluster	73564	False	False	CPT	6	0					NONE	NONE		NONE	C0373185;C3866431;C3515844		Radiologic examination, knee; complete, 4 or more views
73565	SourceAtomCluster	73565	False	False	CPT	5	0					NONE	NONE		NONE	C0373186;C5696139;C5411014		Radiologic examination, knee; both knees, standing, anteroposterior
73590	SourceAtomCluster	73590	False	False	CPT	6	0					NONE	NONE		NONE	C0203278;C2061914;C3515847		Radiologic examination; tibia and fibula, 2 views
73592	SourceAtomCluster	73592	False	False	CPT	6	0					NONE	NONE		NONE	C0203270;C3515848;C5411015		Radiologic examination; lower extremity, infant, minimum of 2 views
73600	SourceAtomCluster	73600	False	False	CPT	11	0					NONE	NONE		NONE	C3866425;C3866427;C3866429;C3515849;C2061515;C3866426;C3866428		Radiologic examination, ankle; 2 views
73610	SourceAtomCluster	73610	False	False	CPT	9	0					NONE	NONE		NONE	C3866421;C0373188;C3866422;C3866424;C3866423;C3515850		Radiologic examination, ankle; complete, minimum of 3 views
73620	SourceAtomCluster	73620	False	False	CPT	8	0					NONE	NONE		NONE	C3866419;C3866420;C0203289;C3853595		Radiologic examination, foot; 2 views
73630	SourceAtomCluster	73630	False	False	CPT	6	0					NONE	NONE		NONE	C0203290;C3866418;C3515852		Radiologic examination, foot; complete, minimum of 3 views
73650	SourceAtomCluster	73650	False	False	CPT	6	0					NONE	NONE		NONE	C0203292;C2322419;C3515853		Radiologic examination; calcaneus, minimum of 2 views
73660	SourceAtomCluster	73660	False	False	CPT	13	0					NONE	NONE		NONE	C3866414;C3866417;C0203294;C3866416;C3866415		Radiologic examination; toe(s), minimum of 2 views
73700	SourceAtomCluster	73700	False	False	CPT	5	0					NONE	NONE		NONE	C0203295;C5696142;C5411017		Computed tomography, lower extremity; without contrast material
73701	SourceAtomCluster	73701	False	False	CPT	5	0					NONE	NONE		NONE	C5696143;C5411018;C3840192		Computed tomography, lower extremity; with contrast material(s)
73702	SourceAtomCluster	73702	False	False	CPT	5	0					NONE	NONE		NONE	C5696144;C0203297;C5411019		Computed tomography, lower extremity; without contrast material, followed by contrast material(s) and further sections
73706	SourceAtomCluster	73706	False	False	CPT	6	0					NONE	NONE		NONE	C5411021;C3703815;C5411020;C0918158		Computed tomographic angiography, lower extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing
73718	SourceAtomCluster	73718	False	False	CPT	7	0					NONE	NONE		NONE	C5696145;C5411023;C5411024;C5411022;C0918159		Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)
73719	SourceAtomCluster	73719	False	False	CPT	7	0					NONE	NONE		NONE	C3515858;C5411026;C5411027;C5411025;C0918160		Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)
73720	SourceAtomCluster	73720	False	False	CPT	7	0					NONE	NONE		NONE	C0203299;C3515859;C5411028;C5411029;C5411030		Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences
73721	SourceAtomCluster	73721	False	False	CPT	9	0					NONE	NONE		NONE	C5411035;C5696146;C5411032;C5411031;C5411033;C5411034;C0373190		Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material
73722	SourceAtomCluster	73722	False	False	CPT	9	0					NONE	NONE		NONE	C5411039;C5411040;C5411036;C5411037;C3515861;C5411038;C0918161		Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)
73723	SourceAtomCluster	73723	False	False	CPT	9	0					NONE	NONE		NONE	C5411041;C3527539;C5411042;C5411045;C5411043;C5411044;C0918162		Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences
73725	SourceAtomCluster	73725	False	False	CPT	6	0					NONE	NONE		NONE	C5696147;C5411046;C5411047;C0373191		Magnetic resonance angiography, lower extremity, with or without contrast material(s)
74018	SourceAtomCluster	74018	False	False	CPT	5	0					NONE	NONE		NONE	C3853584		Radiologic examination, abdomen; 1 view
74019	SourceAtomCluster	74019	False	False	CPT	5	0					NONE	NONE		NONE	C4523441		Radiologic examination, abdomen; 2 views
74021	SourceAtomCluster	74021	False	False	CPT	5	0					NONE	NONE		NONE	C4523442		Radiologic examination, abdomen; 3 or more views
74022	SourceAtomCluster	74022	False	False	CPT	12	0					NONE	NONE		NONE	C5696148;C3866381;C0373193;C3866382;C5201618;C5201619;C5201620;C5201621;C5201622;C5201623		Radiologic examination, complete acute abdomen series, including 2 or more views of the abdomen (eg, supine, erect, decubitus), and a single view chest
74150	SourceAtomCluster	74150	False	False	CPT	5	0					NONE	NONE		NONE	C0202838;C2041478;C5411048		Computed tomography, abdomen; without contrast material
74160	SourceAtomCluster	74160	False	False	CPT	5	0					NONE	NONE		NONE	C0202840;C5411049		Computed tomography, abdomen; with contrast material(s)
74170	SourceAtomCluster	74170	False	False	CPT	5	0					NONE	NONE		NONE	C0202841;C3515864;C5411050		Computed tomography, abdomen; without contrast material, followed by contrast material(s) and further sections
74174	SourceAtomCluster	74174	False	False	CPT	6	0					NONE	NONE		NONE	C3248117;C5696149;C5411052;C5411051		Computed tomographic angiography, abdomen and pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing
74175	SourceAtomCluster	74175	False	False	CPT	6	0					NONE	NONE		NONE	C5411054;C5696150;C5411053;C0918163		Computed tomographic angiography, abdomen, with contrast material(s), including noncontrast images, if performed, and image postprocessing
74176	SourceAtomCluster	74176	False	False	CPT	5	0					NONE	NONE		NONE	C2939268;C2957164;C5411055		Computed tomography, abdomen and pelvis; without contrast material
74177	SourceAtomCluster	74177	False	False	CPT	5	0					NONE	NONE		NONE	C5411056;C2315935;C3703818		Computed tomography, abdomen and pelvis; with contrast material(s)
74178	SourceAtomCluster	74178	False	False	CPT	7	0					NONE	NONE		NONE	C3703819;C5411058;C2939270;C5411057;C5411059		Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions
74181	SourceAtomCluster	74181	False	False	CPT	5	0					NONE	NONE		NONE	C5411060;C5696151;C0412693		Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s)
74182	SourceAtomCluster	74182	False	False	CPT	5	0					NONE	NONE		NONE	C2314953;C5411061		Magnetic resonance (eg, proton) imaging, abdomen; with contrast material(s)
74183	SourceAtomCluster	74183	False	False	CPT	5	0					NONE	NONE		NONE	C3515867;C5411062;C0918165		Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s), followed by with contrast material(s) and further sequences
74185	SourceAtomCluster	74185	False	False	CPT	6	0					NONE	NONE		NONE	C3515868;C5411064;C5411063;C0373196		Magnetic resonance angiography, abdomen, with or without contrast material(s)
74210	SourceAtomCluster	74210	False	False	CPT	13	0					NONE	NONE		NONE	C0373198;C5411070;C5411072;C5696153;C5411068;C5411071;C5411067;C5411069		Radiologic examination, pharynx and/or cervical esophagus, including scout neck radiograph(s) and delayed image(s), when performed, contrast (eg, barium) study
74220	SourceAtomCluster	74220	False	False	CPT	10	0					NONE	NONE		NONE	C5411074;C5201632;C5201635;C5201634;C5201633;C5411073		Radiologic examination, esophagus, including scout chest radiograph(s) and delayed image(s), when performed; single-contrast (eg, barium) study
74221	SourceAtomCluster	74221	False	False	CPT	10	0					NONE	NONE		NONE	C5201638;C5201639;C5201641;C5201642;C5201643;C5201640		Radiologic examination, esophagus, including scout chest radiograph(s) and delayed image(s), when performed; double-contrast (eg, high-density barium and effervescent agent) study
74230	SourceAtomCluster	74230	False	False	CPT	10	0					NONE	NONE		NONE	C5411077;C5411075;C3515871;C5201644;C5201645;C5411076		Radiologic examination, swallowing function, with cineradiography/videoradiography, including scout neck radiograph(s) and delayed image(s), when performed, contrast (eg, barium) study
74240	SourceAtomCluster	74240	False	False	CPT	10	0					NONE	NONE		NONE	C5201650;C5201651;C5201652;C5201654;C5201653;C0373200		Radiologic examination, upper gastrointestinal tract, including scout abdominal radiograph(s) and delayed image(s), when performed; single-contrast (eg, barium) study
74246	SourceAtomCluster	74246	False	False	CPT	11	0					NONE	NONE		NONE	C5201659;C5201656;C5201657;C5201658;C5201660;C5201655;C0373202		Radiologic examination, upper gastrointestinal tract, including scout abdominal radiograph(s) and delayed image(s), when performed; double-contrast (eg, high-density barium and effervescent agent) study, including glucagon, when administered
74248	SourceAtomCluster	74248	False	False	CPT	5	0					NONE	NONE		NONE	C5696155;C5201661;C5201663		Radiologic small intestine follow-through study, including multiple serial images (List separately in addition to code for primary procedure for upper GI radiologic examination)
74250	SourceAtomCluster	74250	False	False	CPT	7	0					NONE	NONE		NONE	C5201669;C5696156;C5201665;C5201668		Radiologic examination, small intestine, including multiple serial images and scout abdominal radiograph(s), when performed; single-contrast (eg, barium) study
74251	SourceAtomCluster	74251	False	False	CPT	13	0					NONE	NONE		NONE	C0373205;C5201671;C5201675;C5696157;C5201673;C5201672;C5201676;C5201674		Radiologic examination, small intestine, including multiple serial images and scout abdominal radiograph(s), when performed; double-contrast (eg, high-density barium and air via enteroclysis tube) study, including glucagon, when administered
74261	SourceAtomCluster	74261	False	False	CPT	5	0					NONE	NONE		NONE	C2724309;C5696158;C5411079		Computed tomographic (CT) colonography, diagnostic, including image postprocessing; without contrast material
74262	SourceAtomCluster	74262	False	False	CPT	6	0					NONE	NONE		NONE	C5411080;C5411081;C2724310;C5696159		Computed tomographic (CT) colonography, diagnostic, including image postprocessing; with contrast material(s) including non-contrast images, if performed
74263	SourceAtomCluster	74263	False	False	CPT	5	0					NONE	NONE		NONE	C2724311;C5411082;C5696160		Computed tomographic (CT) colonography, screening, including image postprocessing
74270	SourceAtomCluster	74270	False	False	CPT	10	0					NONE	NONE		NONE	C5411083;C5411084;C5696161;C5201679;C5201680;C0373206		Radiologic examination, colon, including scout abdominal radiograph(s) and delayed image(s), when performed; single-contrast (eg, barium) study
74280	SourceAtomCluster	74280	False	False	CPT	11	0					NONE	NONE		NONE	C5696162;C5201684;C5201685;C5201686;C5201683;C5411085;C0373207		Radiologic examination, colon, including scout abdominal radiograph(s) and delayed image(s), when performed; double-contrast (eg, high density barium and air) study, including glucagon, when administered
74290	SourceAtomCluster	74290	False	False	CPT	5	0					NONE	NONE		NONE	C0203079;C3515886		Cholecystography, oral contrast
74712	SourceAtomCluster	74712	False	False	CPT	6	0					NONE	NONE		NONE	C5411120;C5696183;C4051818;C5411121		Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; single or first gestation
75557	SourceAtomCluster	75557	False	False	CPT	5	0					NONE	NONE		NONE	C4545711;C5696187;C5411125		Cardiac magnetic resonance imaging for morphology and function without contrast material
75559	SourceAtomCluster	75559	False	False	CPT	5	0					NONE	NONE		NONE	C1964046;C5411126;C5696188		Cardiac magnetic resonance imaging for morphology and function without contrast material; with stress imaging
75561	SourceAtomCluster	75561	False	False	CPT	5	0					NONE	NONE		NONE	C1964048;C5696189;C5411127		Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences
75563	SourceAtomCluster	75563	False	False	CPT	5	0					NONE	NONE		NONE	C1964050;C5696190;C5411128		Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences; with stress imaging
75565	SourceAtomCluster	75565	False	False	CPT	5	0					NONE	NONE		NONE	C5411129;C5696191;C2724312		Cardiac magnetic resonance imaging for velocity flow mapping (List separately in addition to code for primary procedure)
75571	SourceAtomCluster	75571	False	False	CPT	5	0					NONE	NONE		NONE	C2724313;C3515916;C5411130		Computed tomography, heart, without contrast material, with quantitative evaluation of coronary calcium
75572	SourceAtomCluster	75572	False	False	CPT	6	0					NONE	NONE		NONE	C5411132;C2724314;C3703843;C5411131		Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology (including 3D image postprocessing, assessment of cardiac function, and evaluation of venous structures, if performed)
75573	SourceAtomCluster	75573	False	False	CPT	6	0					NONE	NONE		NONE	C5411133;C5411134;C2724315;C5696192		Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology in the setting of congenital heart disease (including 3D image postprocessing, assessment of left ventricular [LV] cardiac function, right ventricular [RV] structure and function and evaluation of vascular structures, if performed)
75574	SourceAtomCluster	75574	False	False	CPT	8	0					NONE	NONE		NONE	C5411136;C2724316;C5411137;C5696193;C5411135;C5411138		Computed tomographic angiography, heart, coronary arteries and bypass grafts (when present), with contrast material, including 3D image postprocessing (including evaluation of cardiac structure and morphology, assessment of cardiac function, and evaluation of venous structures, if performed)
75577																		
75580	SourceAtomCluster	75580	False	False	CPT	5	0					NONE	NONE		NONE	C4523769;C5850683		Noninvasive estimate of coronary fractional flow reserve (FFR) derived from augmentative software analysis of the data set from a coronary computed tomography angiography, with interpretation and report by a physician or other qualified health care professional
75635	SourceAtomCluster	75635	False	False	CPT	6	0					NONE	NONE		NONE	C3703848;C5411144;C5411145;C0918166		Computed tomographic angiography, abdominal aorta and bilateral iliofemoral lower extremity runoff, with contrast material(s), including noncontrast images, if performed, and image postprocessing
76000	SourceAtomCluster	76000	False	False	CPT	5	0					NONE	NONE		NONE	C5411254;C5696243;C0373311		Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time
76010	SourceAtomCluster	76010	False	False	CPT	6	0					NONE	NONE		NONE	C5696244;C0203055;C3866197		Radiologic examination from nose to rectum for foreign body, single view, child
76100	SourceAtomCluster	76100	False	False	CPT	5	0					NONE	NONE		NONE	C5411257;C5696246;C0373324		Radiologic examination, single plane body section (eg, tomography), other than with urography
76120	SourceAtomCluster	76120	False	False	CPT	6	0					NONE	NONE		NONE	C0373325;C3515978;C3525383;C0008797		Cineradiography/videoradiography, except where specifically included
76125	SourceAtomCluster	76125	False	False	CPT	6	0					NONE	NONE		NONE	C5411263;C0202611;C5411262		Cineradiography/videoradiography to complement routine examination (List separately in addition to code for primary procedure)
76376	SourceAtomCluster	76376	False	False	CPT	12	0					NONE	NONE		NONE	C5411267;C5411268;C1609547;C5411269;C5411274;C3515980;C5411273;C5411270;C5411271;C5411272		3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; not requiring image postprocessing on an independent workstation
76377	SourceAtomCluster	76377	False	False	CPT	12	0					NONE	NONE		NONE	C1608996;C5411279;C5411280;C5411281;C5411278;C3515981;C5411275;C5411282;C5411277;C5411276		3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; requiring image postprocessing on an independent workstation
76380	SourceAtomCluster	76380	False	False	CPT	6	0					NONE	NONE		NONE	C5411283;C0202657;C5696247;C5411284		Computed tomography, limited or localized follow-up study
76391	SourceAtomCluster	76391	False	False	CPT	5	0					NONE	NONE		NONE	C1518156;C5696249;C5411285		Magnetic resonance (eg, vibration) elastography
76499	SourceAtomCluster	76499	False	False	CPT	5	0					NONE	NONE		NONE	C5696251;C5411294;C0373327		Unlisted diagnostic radiographic procedure
